record,slice_name,total_texts,first_text_id,last_text_id,tmp_slice_path,final_slice_path,conllu_path,origin_filepath,data_origin_group,final_df_path,exclusions_path,slice_number,started_at,finished_at,parsing_time,slice_number_str,days,time,seconds,kept_df_mtime,excl_df_mtime,slice_df_mtime,conllu_mtime,kept_df_gzMB,excl_df_gzMB,slice_df_gzMB,conllu_MB,end_timedelta
27-090-2684,Pcc27_090,9999,pcc_eng_27_090.0001_x1439584,pcc_eng_27_090.9999_x1455719,pile_tables/slices/Pcc27/tmp/pile_27-090_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc27/pile_27-090_Pile-CC_df.pkl.gz,Pcc27.conll/pcc_eng_27-090.conllu,/share/compling/data/pile/train/27.jsonl,27,pile_tables/pile_27_Pile-CC_df.pkl.gz,pile_exclusions/pile_27_Pile-CC_excl.pkl.gz,90,2022-05-04 23:28:00,2022-05-05 00:00:00,0 days 00:31:49,090,0,0 days 00:31:49,1909,2022-04-28 01:25:00,2022-05-05 09:31:00,2022-04-28 01:30:00,2022-05-05 00:00:00,1014.8,1749.7,9.2,376.5,0.0
28-080-2685,Pcc28_080,9999,pcc_eng_28_080.0001_x1277902,pcc_eng_28_080.9999_x1294008,pile_tables/slices/Pcc28/tmp/pile_28-080_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-080_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-080.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,80,2022-05-04 23:32:00,2022-05-05 00:04:00,0 days 00:32:19,080,0,0 days 00:32:19,1939,2022-04-02 06:13:00,2022-06-28 15:20:00,2022-04-12 21:30:00,2022-05-05 00:04:00,1014.1,1750.6,9.3,375.7,0.0
24-084-2686,Pcc24_084,9999,pcc_eng_24_084.0001_x1342534,pcc_eng_24_084.9999_x1358719,pile_tables/slices/Pcc24/tmp/pile_24-084_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc24/pile_24-084_Pile-CC_df.pkl.gz,Pcc24.conll/pcc_eng_24-084.conllu,/share/compling/data/pile/train/24.jsonl,24,pile_tables/pile_24_Pile-CC_df.pkl.gz,pile_exclusions/pile_24_Pile-CC_excl.pkl.gz,84,2022-05-04 23:47:00,2022-05-05 00:13:00,0 days 00:26:23,084,0,0 days 00:26:23,1583,2022-04-20 01:41:00,2022-06-28 17:23:00,2022-04-20 01:45:00,2022-05-05 00:13:00,1013.4,1751.0,9.4,380.9,0.0
06-082-2687,Pcc06_082,9999,pcc_eng_06_082.0001_x1309850,pcc_eng_06_082.9999_x1326100,pile_tables/slices/Pcc06/tmp/pile_06-082_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc06/pile_06-082_Pile-CC_df.pkl.gz,Pcc06.conll/pcc_eng_06-082.conllu,/share/compling/data/pile/train/06.jsonl,06,pile_tables/pile_06_Pile-CC_df.pkl.gz,pile_exclusions/pile_06_Pile-CC_excl.pkl.gz,82,2022-05-04 23:39:00,2022-05-05 00:14:00,0 days 00:35:09,082,0,0 days 00:35:09,2109,2022-04-13 03:43:00,2022-06-28 15:29:00,2022-04-13 03:47:00,2022-05-05 00:14:00,1010.5,1753.3,9.5,388.1,0.0
01-092-2688,Pcc01_092,9999,pcc_eng_01_092.0001_x1471354,pcc_eng_01_092.9999_x1487524,pile_tables/slices/Pcc01/tmp/pile_01-092_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-092_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-092.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,92,2022-05-04 23:42:00,2022-05-05 00:19:00,0 days 00:36:56,092,0,0 days 00:36:56,2216,2022-04-13 03:31:00,2022-06-28 23:06:00,2022-04-13 03:35:00,2022-05-05 00:19:00,1013.1,0.2,9.4,379.8,0.0
27-091-2689,Pcc27_091,9999,pcc_eng_27_091.0001_x1455724,pcc_eng_27_091.9999_x1472043,pile_tables/slices/Pcc27/tmp/pile_27-091_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc27/pile_27-091_Pile-CC_df.pkl.gz,Pcc27.conll/pcc_eng_27-091.conllu,/share/compling/data/pile/train/27.jsonl,27,pile_tables/pile_27_Pile-CC_df.pkl.gz,pile_exclusions/pile_27_Pile-CC_excl.pkl.gz,91,2022-05-05 00:00:00,2022-05-05 00:32:00,0 days 00:32:01,091,0,0 days 00:32:01,1921,2022-04-28 01:25:00,2022-05-05 09:31:00,2022-04-28 01:30:00,2022-05-05 00:32:00,1014.8,1749.7,9.3,378.6,0.0
18-079-2690,Pcc18_079,9999,pcc_eng_18_079.0001_x1263060,pcc_eng_18_079.9999_x1279262,pile_tables/slices/Pcc18/tmp/pile_18-079_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc18/pile_18-079_Pile-CC_df.pkl.gz,Pcc18.conll/pcc_eng_18-079.conllu,/share/compling/data/pile/train/18.jsonl,18,pile_tables/pile_18_Pile-CC_df.pkl.gz,pile_exclusions/pile_18_Pile-CC_excl.pkl.gz,79,2022-05-04 23:57:00,2022-05-05 00:35:00,0 days 00:38:00,079,0,0 days 00:38:00,2280,2022-04-20 01:52:00,2022-06-28 15:25:00,2022-04-20 01:56:00,2022-05-05 00:35:00,1010.5,1758.8,9.9,405.1,0.0
28-081-2691,Pcc28_081,9999,pcc_eng_28_081.0001_x1294010,pcc_eng_28_081.9999_x1310158,pile_tables/slices/Pcc28/tmp/pile_28-081_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-081_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-081.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,81,2022-05-05 00:04:00,2022-05-05 00:36:00,0 days 00:32:27,081,0,0 days 00:32:27,1947,2022-04-02 06:13:00,2022-06-28 15:20:00,2022-04-12 21:30:00,2022-05-05 00:36:00,1014.1,1750.6,9.3,377.3,0.0
24-085-2692,Pcc24_085,9999,pcc_eng_24_085.0001_x1358722,pcc_eng_24_085.9999_x1374869,pile_tables/slices/Pcc24/tmp/pile_24-085_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc24/pile_24-085_Pile-CC_df.pkl.gz,Pcc24.conll/pcc_eng_24-085.conllu,/share/compling/data/pile/train/24.jsonl,24,pile_tables/pile_24_Pile-CC_df.pkl.gz,pile_exclusions/pile_24_Pile-CC_excl.pkl.gz,85,2022-05-05 00:20:00,2022-05-05 00:46:00,0 days 00:26:12,085,0,0 days 00:26:12,1572,2022-04-20 01:41:00,2022-06-28 17:23:00,2022-04-20 01:45:00,2022-05-05 00:46:00,1013.4,1751.0,9.3,375.3,0.0
06-083-2693,Pcc06_083,9999,pcc_eng_06_083.0001_x1326102,pcc_eng_06_083.9999_x1342318,pile_tables/slices/Pcc06/tmp/pile_06-083_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc06/pile_06-083_Pile-CC_df.pkl.gz,Pcc06.conll/pcc_eng_06-083.conllu,/share/compling/data/pile/train/06.jsonl,06,pile_tables/pile_06_Pile-CC_df.pkl.gz,pile_exclusions/pile_06_Pile-CC_excl.pkl.gz,83,2022-05-05 00:14:00,2022-05-05 00:47:00,0 days 00:33:10,083,0,0 days 00:33:10,1990,2022-04-13 03:43:00,2022-06-28 15:29:00,2022-04-13 03:47:00,2022-05-05 00:47:00,1010.5,1753.3,9.2,373.7,0.0
01-093-2694,Pcc01_093,9999,pcc_eng_01_093.0001_x1487528,pcc_eng_01_093.9999_x1503853,pile_tables/slices/Pcc01/tmp/pile_01-093_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-093_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-093.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,93,2022-05-05 00:19:00,2022-05-05 00:56:00,0 days 00:36:41,093,0,0 days 00:36:41,2201,2022-04-13 03:31:00,2022-06-28 23:06:00,2022-04-13 03:35:00,2022-05-05 00:56:00,1013.1,0.2,9.4,381.1,0.0
27-092-2695,Pcc27_092,9999,pcc_eng_27_092.0001_x1472044,pcc_eng_27_092.9999_x1488101,pile_tables/slices/Pcc27/tmp/pile_27-092_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc27/pile_27-092_Pile-CC_df.pkl.gz,Pcc27.conll/pcc_eng_27-092.conllu,/share/compling/data/pile/train/27.jsonl,27,pile_tables/pile_27_Pile-CC_df.pkl.gz,pile_exclusions/pile_27_Pile-CC_excl.pkl.gz,92,2022-05-05 00:32:00,2022-05-05 01:04:00,0 days 00:32:00,092,0,0 days 00:32:00,1920,2022-04-28 01:25:00,2022-05-05 09:31:00,2022-04-28 01:30:00,2022-05-05 01:04:00,1014.8,1749.7,9.4,380.0,0.0
28-082-2696,Pcc28_082,9999,pcc_eng_28_082.0001_x1310159,pcc_eng_28_082.9999_x1326425,pile_tables/slices/Pcc28/tmp/pile_28-082_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-082_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-082.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,82,2022-05-05 00:36:00,2022-05-05 01:09:00,0 days 00:32:03,082,0,0 days 00:32:03,1923,2022-04-02 06:13:00,2022-06-28 15:20:00,2022-04-12 21:30:00,2022-05-05 01:08:00,1014.1,1750.6,9.2,373.3,-1.0
24-086-2697,Pcc24_086,9999,pcc_eng_24_086.0001_x1374870,pcc_eng_24_086.9999_x1390883,pile_tables/slices/Pcc24/tmp/pile_24-086_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc24/pile_24-086_Pile-CC_df.pkl.gz,Pcc24.conll/pcc_eng_24-086.conllu,/share/compling/data/pile/train/24.jsonl,24,pile_tables/pile_24_Pile-CC_df.pkl.gz,pile_exclusions/pile_24_Pile-CC_excl.pkl.gz,86,2022-05-05 00:53:00,2022-05-05 01:19:00,0 days 00:26:02,086,0,0 days 00:26:02,1562,2022-04-20 01:41:00,2022-06-28 17:23:00,2022-04-20 01:45:00,2022-05-05 01:19:00,1013.4,1751.0,9.2,371.9,0.0
06-084-2698,Pcc06_084,9999,pcc_eng_06_084.0001_x1342319,pcc_eng_06_084.9999_x1358427,pile_tables/slices/Pcc06/tmp/pile_06-084_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc06/pile_06-084_Pile-CC_df.pkl.gz,Pcc06.conll/pcc_eng_06-084.conllu,/share/compling/data/pile/train/06.jsonl,06,pile_tables/pile_06_Pile-CC_df.pkl.gz,pile_exclusions/pile_06_Pile-CC_excl.pkl.gz,84,2022-05-05 00:47:00,2022-05-05 01:21:00,0 days 00:33:28,084,0,0 days 00:33:28,2008,2022-04-13 03:43:00,2022-06-28 15:29:00,2022-04-13 03:48:00,2022-05-05 01:21:00,1010.5,1753.3,9.3,378.1,0.0
18-080-2699,Pcc18_080,9999,pcc_eng_18_080.0001_x1279265,pcc_eng_18_080.9999_x1295273,pile_tables/slices/Pcc18/tmp/pile_18-080_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc18/pile_18-080_Pile-CC_df.pkl.gz,Pcc18.conll/pcc_eng_18-080.conllu,/share/compling/data/pile/train/18.jsonl,18,pile_tables/pile_18_Pile-CC_df.pkl.gz,pile_exclusions/pile_18_Pile-CC_excl.pkl.gz,80,2022-05-05 00:45:00,2022-05-05 01:22:00,0 days 00:36:47,080,0,0 days 00:36:47,2207,2022-04-20 01:52:00,2022-06-28 15:25:00,2022-04-20 01:56:00,2022-05-05 01:22:00,1010.5,1758.8,9.5,384.6,0.0
01-094-2700,Pcc01_094,9999,pcc_eng_01_094.0001_x1503854,pcc_eng_01_094.9999_x1519990,pile_tables/slices/Pcc01/tmp/pile_01-094_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-094_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-094.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,94,2022-05-05 00:56:00,2022-05-05 01:33:00,0 days 00:36:48,094,0,0 days 00:36:48,2208,2022-04-13 03:31:00,2022-06-28 23:06:00,2022-04-13 03:35:00,2022-05-05 01:33:00,1013.1,0.2,9.3,381.5,0.0
27-093-2701,Pcc27_093,9999,pcc_eng_27_093.0001_x1488102,pcc_eng_27_093.9999_x1504366,pile_tables/slices/Pcc27/tmp/pile_27-093_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc27/pile_27-093_Pile-CC_df.pkl.gz,Pcc27.conll/pcc_eng_27-093.conllu,/share/compling/data/pile/train/27.jsonl,27,pile_tables/pile_27_Pile-CC_df.pkl.gz,pile_exclusions/pile_27_Pile-CC_excl.pkl.gz,93,2022-05-05 01:04:00,2022-05-05 01:37:00,0 days 00:32:26,093,0,0 days 00:32:26,1946,2022-04-28 01:25:00,2022-05-05 09:31:00,2022-04-28 01:30:00,2022-05-05 01:37:00,1014.8,1749.7,9.4,382.2,0.0
28-083-2702,Pcc28_083,9999,pcc_eng_28_083.0001_x1326426,pcc_eng_28_083.9999_x1342701,pile_tables/slices/Pcc28/tmp/pile_28-083_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-083_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-083.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,83,2022-05-05 01:09:00,2022-05-05 01:44:00,0 days 00:34:59,083,0,0 days 00:34:59,2099,2022-04-02 06:13:00,2022-06-28 15:20:00,2022-04-12 21:30:00,2022-05-05 01:43:00,1014.1,1750.6,9.5,384.4,-1.0
24-087-2703,Pcc24_087,9999,pcc_eng_24_087.0001_x1390884,pcc_eng_24_087.9999_x1407144,pile_tables/slices/Pcc24/tmp/pile_24-087_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc24/pile_24-087_Pile-CC_df.pkl.gz,Pcc24.conll/pcc_eng_24-087.conllu,/share/compling/data/pile/train/24.jsonl,24,pile_tables/pile_24_Pile-CC_df.pkl.gz,pile_exclusions/pile_24_Pile-CC_excl.pkl.gz,87,2022-05-05 01:19:00,2022-05-05 01:46:00,0 days 00:26:32,087,0,0 days 00:26:32,1592,2022-04-20 01:41:00,2022-06-28 17:23:00,2022-04-20 01:45:00,2022-05-05 01:46:00,1013.4,1751.0,9.5,385.5,0.0
18-081-2704,Pcc18_081,9999,pcc_eng_18_081.0001_x1295274,pcc_eng_18_081.9999_x1311446,pile_tables/slices/Pcc18/tmp/pile_18-081_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc18/pile_18-081_Pile-CC_df.pkl.gz,Pcc18.conll/pcc_eng_18-081.conllu,/share/compling/data/pile/train/18.jsonl,18,pile_tables/pile_18_Pile-CC_df.pkl.gz,pile_exclusions/pile_18_Pile-CC_excl.pkl.gz,81,2022-05-05 01:22:00,2022-05-05 01:59:00,0 days 00:36:51,081,0,0 days 00:36:51,2211,2022-04-20 01:52:00,2022-06-28 15:25:00,2022-04-20 01:56:00,2022-05-05 01:59:00,1010.5,1758.8,9.4,379.5,0.0
06-085-2705,Pcc06_085,9999,pcc_eng_06_085.0001_x1358428,pcc_eng_06_085.9999_x1374664,pile_tables/slices/Pcc06/tmp/pile_06-085_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc06/pile_06-085_Pile-CC_df.pkl.gz,Pcc06.conll/pcc_eng_06-085.conllu,/share/compling/data/pile/train/06.jsonl,06,pile_tables/pile_06_Pile-CC_df.pkl.gz,pile_exclusions/pile_06_Pile-CC_excl.pkl.gz,85,2022-05-05 01:21:00,2022-05-05 02:09:00,0 days 00:47:59,085,0,0 days 00:47:59,2879,2022-04-13 03:43:00,2022-06-28 15:29:00,2022-04-13 03:48:00,2022-05-05 02:09:00,1010.5,1753.3,9.3,390.8,0.0
27-094-2706,Pcc27_094,9999,pcc_eng_27_094.0001_x1504368,pcc_eng_27_094.9999_x1520556,pile_tables/slices/Pcc27/tmp/pile_27-094_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc27/pile_27-094_Pile-CC_df.pkl.gz,Pcc27.conll/pcc_eng_27-094.conllu,/share/compling/data/pile/train/27.jsonl,27,pile_tables/pile_27_Pile-CC_df.pkl.gz,pile_exclusions/pile_27_Pile-CC_excl.pkl.gz,94,2022-05-05 01:37:00,2022-05-05 02:09:00,0 days 00:32:01,094,0,0 days 00:32:01,1921,2022-04-28 01:25:00,2022-05-05 09:31:00,2022-04-28 01:30:00,2022-05-05 02:09:00,1014.8,1749.7,9.3,379.2,0.0
01-095-2707,Pcc01_095,9999,pcc_eng_01_095.0001_x1519991,pcc_eng_01_095.9999_x1535989,pile_tables/slices/Pcc01/tmp/pile_01-095_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-095_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-095.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,95,2022-05-05 01:33:00,2022-05-05 02:10:00,0 days 00:37:15,095,0,0 days 00:37:15,2235,2022-04-13 03:31:00,2022-06-28 23:06:00,2022-04-13 03:35:00,2022-05-05 02:10:00,1013.1,0.2,9.5,382.7,0.0
24-088-2708,Pcc24_088,9999,pcc_eng_24_088.0001_x1407145,pcc_eng_24_088.9999_x1423181,pile_tables/slices/Pcc24/tmp/pile_24-088_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc24/pile_24-088_Pile-CC_df.pkl.gz,Pcc24.conll/pcc_eng_24-088.conllu,/share/compling/data/pile/train/24.jsonl,24,pile_tables/pile_24_Pile-CC_df.pkl.gz,pile_exclusions/pile_24_Pile-CC_excl.pkl.gz,88,2022-05-05 01:46:00,2022-05-05 02:12:00,0 days 00:26:30,088,0,0 days 00:26:30,1590,2022-04-20 01:41:00,2022-06-28 17:23:00,2022-04-20 01:46:00,2022-05-05 02:12:00,1013.4,1751.0,9.4,380.6,0.0
24-089-2710,Pcc24_089,9999,pcc_eng_24_089.0001_x1423182,pcc_eng_24_089.9999_x1439422,pile_tables/slices/Pcc24/tmp/pile_24-089_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc24/pile_24-089_Pile-CC_df.pkl.gz,Pcc24.conll/pcc_eng_24-089.conllu,/share/compling/data/pile/train/24.jsonl,24,pile_tables/pile_24_Pile-CC_df.pkl.gz,pile_exclusions/pile_24_Pile-CC_excl.pkl.gz,89,2022-05-05 02:12:00,2022-05-05 02:39:00,0 days 00:26:40,089,0,0 days 00:26:40,1600,2022-04-20 01:41:00,2022-06-28 17:23:00,2022-04-20 01:46:00,2022-05-05 02:39:00,1013.4,1751.0,9.4,381.9,0.0
27-095-2711,Pcc27_095,9999,pcc_eng_27_095.0001_x1520559,pcc_eng_27_095.9999_x1536645,pile_tables/slices/Pcc27/tmp/pile_27-095_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc27/pile_27-095_Pile-CC_df.pkl.gz,Pcc27.conll/pcc_eng_27-095.conllu,/share/compling/data/pile/train/27.jsonl,27,pile_tables/pile_27_Pile-CC_df.pkl.gz,pile_exclusions/pile_27_Pile-CC_excl.pkl.gz,95,2022-05-05 02:09:00,2022-05-05 02:41:00,0 days 00:32:33,095,0,0 days 00:32:33,1953,2022-04-28 01:25:00,2022-05-05 09:31:00,2022-04-28 01:30:00,2022-05-05 02:41:00,1014.8,1749.7,9.5,387.2,0.0
06-086-2712,Pcc06_086,9999,pcc_eng_06_086.0001_x1374666,pcc_eng_06_086.9999_x1390813,pile_tables/slices/Pcc06/tmp/pile_06-086_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc06/pile_06-086_Pile-CC_df.pkl.gz,Pcc06.conll/pcc_eng_06-086.conllu,/share/compling/data/pile/train/06.jsonl,06,pile_tables/pile_06_Pile-CC_df.pkl.gz,pile_exclusions/pile_06_Pile-CC_excl.pkl.gz,86,2022-05-05 02:09:00,2022-05-05 02:42:00,0 days 00:33:27,086,0,0 days 00:33:27,2007,2022-04-13 03:43:00,2022-06-28 15:29:00,2022-04-13 03:48:00,2022-05-05 02:42:00,1010.5,1753.3,9.4,379.5,0.0
18-082-2713,Pcc18_082,9999,pcc_eng_18_082.0001_x1311448,pcc_eng_18_082.9999_x1327898,pile_tables/slices/Pcc18/tmp/pile_18-082_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc18/pile_18-082_Pile-CC_df.pkl.gz,Pcc18.conll/pcc_eng_18-082.conllu,/share/compling/data/pile/train/18.jsonl,18,pile_tables/pile_18_Pile-CC_df.pkl.gz,pile_exclusions/pile_18_Pile-CC_excl.pkl.gz,82,2022-05-05 02:08:00,2022-05-05 02:44:00,0 days 00:36:12,082,0,0 days 00:36:12,2172,2022-04-20 01:52:00,2022-06-28 15:25:00,2022-04-20 01:56:00,2022-05-05 02:44:00,1010.5,1758.8,9.3,378.3,0.0
01-096-2714,Pcc01_096,9999,pcc_eng_01_096.0001_x1535990,pcc_eng_01_096.9999_x1552107,pile_tables/slices/Pcc01/tmp/pile_01-096_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-096_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-096.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,96,2022-05-05 02:10:00,2022-05-05 02:47:00,0 days 00:37:04,096,0,0 days 00:37:04,2224,2022-04-13 03:31:00,2022-06-28 23:06:00,2022-04-13 03:35:00,2022-05-05 02:47:00,1013.1,0.2,9.4,380.5,0.0
28-085-2715,Pcc28_085,9999,pcc_eng_28_085.0001_x1358941,pcc_eng_28_085.9999_x1375175,pile_tables/slices/Pcc28/tmp/pile_28-085_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-085_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-085.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,85,2022-05-05 02:26:00,2022-05-05 02:59:00,0 days 00:33:34,085,0,0 days 00:33:34,2014,2022-04-02 06:13:00,2022-06-28 15:20:00,2022-04-12 21:30:00,2022-05-05 02:59:00,1014.1,1750.6,9.5,384.5,0.0
24-090-2716,Pcc24_090,9999,pcc_eng_24_090.0001_x1439424,pcc_eng_24_090.9999_x1455476,pile_tables/slices/Pcc24/tmp/pile_24-090_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc24/pile_24-090_Pile-CC_df.pkl.gz,Pcc24.conll/pcc_eng_24-090.conllu,/share/compling/data/pile/train/24.jsonl,24,pile_tables/pile_24_Pile-CC_df.pkl.gz,pile_exclusions/pile_24_Pile-CC_excl.pkl.gz,90,2022-05-05 02:39:00,2022-05-05 03:06:00,0 days 00:26:29,090,0,0 days 00:26:29,1589,2022-04-20 01:41:00,2022-06-28 17:23:00,2022-04-20 01:46:00,2022-05-05 03:05:00,1013.4,1751.0,9.3,379.9,-1.0
27-096-2717,Pcc27_096,9999,pcc_eng_27_096.0001_x1536647,pcc_eng_27_096.9999_x1552848,pile_tables/slices/Pcc27/tmp/pile_27-096_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc27/pile_27-096_Pile-CC_df.pkl.gz,Pcc27.conll/pcc_eng_27-096.conllu,/share/compling/data/pile/train/27.jsonl,27,pile_tables/pile_27_Pile-CC_df.pkl.gz,pile_exclusions/pile_27_Pile-CC_excl.pkl.gz,96,2022-05-05 02:41:00,2022-05-05 03:13:00,0 days 00:31:47,096,0,0 days 00:31:47,1907,2022-04-28 01:25:00,2022-05-05 09:31:00,2022-04-28 01:30:00,2022-05-05 03:13:00,1014.8,1749.7,9.2,371.3,0.0
06-087-2718,Pcc06_087,9999,pcc_eng_06_087.0001_x1390814,pcc_eng_06_087.9999_x1407022,pile_tables/slices/Pcc06/tmp/pile_06-087_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc06/pile_06-087_Pile-CC_df.pkl.gz,Pcc06.conll/pcc_eng_06-087.conllu,/share/compling/data/pile/train/06.jsonl,06,pile_tables/pile_06_Pile-CC_df.pkl.gz,pile_exclusions/pile_06_Pile-CC_excl.pkl.gz,87,2022-05-05 02:42:00,2022-05-05 03:16:00,0 days 00:33:48,087,0,0 days 00:33:48,2028,2022-04-13 03:43:00,2022-06-28 15:29:00,2022-04-13 03:48:00,2022-05-05 03:16:00,1010.5,1753.3,9.4,380.3,0.0
18-083-2719,Pcc18_083,9999,pcc_eng_18_083.0001_x1327899,pcc_eng_18_083.9999_x1344063,pile_tables/slices/Pcc18/tmp/pile_18-083_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc18/pile_18-083_Pile-CC_df.pkl.gz,Pcc18.conll/pcc_eng_18-083.conllu,/share/compling/data/pile/train/18.jsonl,18,pile_tables/pile_18_Pile-CC_df.pkl.gz,pile_exclusions/pile_18_Pile-CC_excl.pkl.gz,83,2022-05-05 02:44:00,2022-05-05 03:20:00,0 days 00:35:46,083,0,0 days 00:35:46,2146,2022-04-20 01:52:00,2022-06-28 15:25:00,2022-04-20 01:56:00,2022-05-05 03:20:00,1010.5,1758.8,9.2,368.9,0.0
01-097-2720,Pcc01_097,9999,pcc_eng_01_097.0001_x1552109,pcc_eng_01_097.9999_x1568199,pile_tables/slices/Pcc01/tmp/pile_01-097_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-097_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-097.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,97,2022-05-05 02:47:00,2022-05-05 03:24:00,0 days 00:37:07,097,0,0 days 00:37:07,2227,2022-04-13 03:31:00,2022-06-28 23:06:00,2022-04-13 03:35:00,2022-05-05 03:24:00,1013.1,0.2,9.5,385.4,0.0
24-091-2721,Pcc24_091,9999,pcc_eng_24_091.0001_x1455477,pcc_eng_24_091.9999_x1471723,pile_tables/slices/Pcc24/tmp/pile_24-091_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc24/pile_24-091_Pile-CC_df.pkl.gz,Pcc24.conll/pcc_eng_24-091.conllu,/share/compling/data/pile/train/24.jsonl,24,pile_tables/pile_24_Pile-CC_df.pkl.gz,pile_exclusions/pile_24_Pile-CC_excl.pkl.gz,91,2022-05-05 03:06:00,2022-05-05 03:33:00,0 days 00:27:02,091,0,0 days 00:27:02,1622,2022-04-20 01:41:00,2022-06-28 17:23:00,2022-04-20 01:46:00,2022-05-05 03:33:00,1013.4,1751.0,9.5,384.2,0.0
